species1,species2,divergence_time,parasites1,parasites2,citsum,citdiff,GRoverlap,distance,BMdiff,Groupdiff,Terrdiff,Tempdiff,precdiff,parsim,parsim_1,parsim_2
Alouatta_caraya,Alouatta_guariba,4.569,17,12,31,5,67549.4,932.2,388.63,1.5,0,2203776,57.512,171.032,0.318,0.444
Alouatta_caraya,Alouatta_palliata,3.888,17,19,75,39,0.0,3455.9,1000.03,4.2,0,2714832,54.883,346.903,0.226,0.314
Alouatta_caraya,Alouatta_seniculus,2.886,17,26,30,6,0.0,1908.1,821.35,1,0,786326,9.534,1061.887,0.250,0.341
Alouatta_caraya,Aotus_trivirgatus,21.321,17,13,64,28,0.0,1496.8,4664.56,5.75,0,2482312,27.586,961.953,0.154,0.371
Alouatta_caraya,Ateles_geoffroyi,14.760,17,12,30,6,0.0,3785.2,2005.44,33.1,0,2438583,54.884,1.406,0.240,0.345
Alouatta_caraya,Ateles_paniscus,14.760,17,15,25,11,0.0,1421.6,3120.29,11.1,0,2172505,16.694,718.632,0.214,0.333
Alouatta_caraya,Callithrix_jacchus,21.321,17,19,391,355,132282.6,1739.3,5286.75,0.35,0,2357770,3.370,445.333,0.125,0.282
Alouatta_caraya,Cebus_apella,21.321,17,15,293,257,289294.0,1054.6,2818.58,1,1,225049,11.398,585.730,0.290,0.389
Alouatta_caraya,Cebus_capucinus,21.321,17,19,37,1,0.0,3109.3,2570.97,9.25,1,2846067,52.879,584.901,0.176,0.263
Alouatta_caraya,Cercocebus_galeritus,46.812,17,15,27,9,0.0,10701.8,1500.7,11.45,2,3397270,2.836,812.266,0.000,0.179
Alouatta_caraya,Cercopithecus_ascanius,46.812,17,17,28,8,0.0,8933.1,2036.72,17.4,1,423201,0.053,91.582,0.063,0.250
Alouatta_caraya,Cercopithecus_mitis,46.812,17,25,28,8,0.0,9351.3,535.67,7.1,1,69322,24.428,363.917,0.048,0.216
Alouatta_caraya,Chlorocebus_aethiops,46.812,17,38,58,22,0.0,10641.0,1880.97,8.4,2,2051555,6.938,673.602,0.038,0.164
Alouatta_caraya,Colobus_guereza,46.812,17,11,39,3,0.0,9353.8,4348.92,1.3,0,150703,0.070,107.486,0.034,0.263
Alouatta_caraya,Erythrocebus_patas,46.812,17,10,39,3,0.0,7678.2,2389.34,19.1,2,4329864,27.058,567.326,0.038,0.286
Alouatta_caraya,Eulemur_fulvus,73.003,17,15,54,18,0.0,11429.4,3199.97,0.25,1,3263727,49.452,14.677,0.000,0.086
Alouatta_caraya,Gorilla_gorilla,46.812,17,65,201,165,0.0,7852.7,107012.03,2.9,2,2556904,7.212,224.920,0.025,0.124
Alouatta_caraya,Lophocebus_albigena,46.812,17,14,18,18,0.0,8636.0,1841.75,7.1,0,1656807,2.980,235.941,0.100,0.289
Alouatta_caraya,Macaca_fascicularis,46.812,17,27,803,767,0.0,17874.3,1007.64,18.1,2,571947,60.492,254.959,0.000,0.102
Alouatta_caraya,Macaca_fuscata,46.812,17,15,103,67,0.0,15943.4,4537.8,31.75,2,3149258,151.928,177.178,0.000,0.000
Alouatta_caraya,Macaca_nemestrina,46.812,17,10,233,197,0.0,17764.8,2243.82,13.7,2,2009816,45.501,650.202,0.000,0.069
Alouatta_caraya,Macaca_sinica,46.812,17,14,25,11,0.0,15163.2,920.97,11.2,2,3341001,68.869,235.802,0.000,0.139
Alouatta_caraya,Mandrillus_sphinx,46.812,17,14,76,40,0.0,7596.9,11108.1,5,2,2995169,22.794,208.449,0.000,0.244
Alouatta_caraya,Pan_troglodytes,46.812,17,52,370,334,0.0,7307.5,39423.04,41.1,2,195165,1.591,185.325,0.029,0.141
Alouatta_caraya,Papio_anubis,46.812,17,37,158,122,0.0,8240.8,12151.6,31.1,2,5078744,18.011,461.842,0.037,0.161
Alouatta_caraya,Papio_cynocephalus,46.812,17,40,229,193,0.0,9431.0,10245.19,39.3,2,1175837,14.790,382.946,0.018,0.154
Alouatta_caraya,Papio_hamadryas,46.812,17,18,117,81,0.0,11157.1,8430.12,28,2,2608733,24.514,1021.067,0.029,0.195
Alouatta_caraya,Papio_ursinus,46.812,17,45,152,116,0.0,8766.4,12152.48,38.1,2,193098,51.929,915.439,0.032,0.091
Alouatta_caraya,Piliocolobus_badius,46.812,17,21,25,11,0.0,5688.8,2853.44,25.1,0,2854952,17.718,162.514,0.056,0.209
Alouatta_caraya,Pongo_pygmaeus,46.812,17,22,98,62,0.0,18319.9,47831.33,7.9,0,3010881,3.195,1140.751,0.000,0.025
Alouatta_caraya,Saguinus_midas,21.321,17,13,23,13,0.0,1378.5,5036.4,3.35,0,2434805,14.758,720.417,0.214,0.333
Alouatta_caraya,Saimiri_oerstedii,21.321,17,12,19,17,0.0,3302.3,4862.78,16.2,1,3380776,63.009,958.707,0.208,0.296
Alouatta_caraya,Saimiri_sciureus,21.321,17,33,277,241,63868.7,1203.6,4827.49,25.95,1,1466463,14.832,875.405,0.174,0.283
Alouatta_caraya,Trachypithecus_cristatus,46.812,17,16,21,15,0.0,17805.5,1599.85,18.5,1,2144879,46.573,662.220,0.000,0.057
Alouatta_guariba,Alouatta_palliata,4.569,12,19,70,44,0.0,4382.4,1388.66,5.7,0,511056,2.629,517.935,0.320,0.292
Alouatta_guariba,Alouatta_seniculus,4.569,12,26,25,1,0.0,2823.0,1209.98,0.5,0,1417451,67.046,1232.919,0.448,0.429
Alouatta_guariba,Aotus_trivirgatus,21.321,12,13,59,33,0.0,2290.9,4275.93,4.25,0,278535,85.098,1132.985,0.261,0.261
Alouatta_guariba,Ateles_geoffroyi,14.760,12,12,25,1,0.0,4706.5,2394.07,34.6,0,234807,2.627,172.438,0.238,0.238
Alouatta_guariba,Ateles_paniscus,14.760,12,15,20,6,0.0,2021.9,3508.92,12.6,0,31271,74.206,889.664,0.240,0.240
Alouatta_guariba,Callithrix_jacchus,21.321,12,19,386,360,0.0,1284.4,4898.12,1.15,0,153994,54.142,274.301,0.069,0.182
Alouatta_guariba,Cebus_apella,21.321,12,15,288,262,0.0,1746.8,2429.95,0.5,1,2428826,68.910,756.762,0.269,0.269
Alouatta_guariba,Cebus_capucinus,21.321,12,19,32,6,0.0,4040.6,2182.34,10.75,1,642291,4.633,755.934,0.167,0.167
Alouatta_guariba,Cercocebus_galeritus,46.812,12,15,22,4,0.0,9855.9,1889.33,12.95,2,1193493,54.676,641.233,0.036,0.156
Alouatta_guariba,Cercopithecus_ascanius,46.812,12,17,23,3,0.0,8115.8,1648.09,18.9,1,1780575,57.565,262.614,0.069,0.156
Alouatta_guariba,Cercopithecus_mitis,46.812,12,25,23,3,0.0,8471.1,147.04,8.6,1,2134455,33.084,192.885,0.051,0.119
Alouatta_guariba,Chlorocebus_aethiops,46.812,12,38,53,27,0.0,9886.8,1492.34,9.9,2,152222,64.450,502.570,0.042,0.115
Alouatta_guariba,Colobus_guereza,46.812,12,11,34,8,0.0,8582.8,4737.55,0.2,0,2354480,57.442,63.546,0.080,0.179
Alouatta_guariba,Erythrocebus_patas,46.812,12,10,34,8,0.0,6982.4,2777.97,20.6,2,6533641,84.570,396.293,0.048,0.200
Alouatta_guariba,Eulemur_fulvus,73.003,12,15,49,23,0.0,10522.1,2811.34,1.75,1,1059951,8.060,156.355,0.000,0.069
Alouatta_guariba,Gorilla_gorilla,46.812,12,65,196,170,0.0,7070.9,107400.66,1.4,2,353127,50.300,395.952,0.013,0.061
Alouatta_guariba,Lophocebus_albigena,46.812,12,14,13,13,0.0,7835.8,2230.38,8.6,0,546969,54.532,406.973,0.071,0.161
Alouatta_guariba,Macaca_fascicularis,46.812,12,27,798,772,0.0,16962.8,619.01,19.6,2,1631830,2.980,425.991,0.000,0.071
Alouatta_guariba,Macaca_fuscata,46.812,12,15,98,72,0.0,15574.7,4926.43,33.25,2,945481,94.417,6.146,0.000,0.000
Alouatta_guariba,Macaca_nemestrina,46.812,12,10,228,202,0.0,16838.8,2632.45,15.2,2,193960,12.011,821.234,0.000,0.043
Alouatta_guariba,Macaca_sinica,46.812,12,14,20,6,0.0,14268.3,532.34,12.7,2,1137224,11.357,64.770,0.037,0.133
Alouatta_guariba,Mandrillus_sphinx,46.812,12,14,71,45,0.0,6816.2,11496.73,6.5,2,791392,34.718,379.482,0.037,0.161
Alouatta_guariba,Pan_troglodytes,46.812,12,52,365,339,0.0,6561.0,39811.67,42.6,2,2008611,59.103,356.357,0.030,0.072
Alouatta_guariba,Papio_anubis,46.812,12,37,153,127,0.0,7526.0,12540.23,32.6,2,7282521,75.523,290.810,0.039,0.093
Alouatta_guariba,Papio_cynocephalus,46.812,12,40,224,198,0.0,8575.1,10633.82,40.8,2,3379613,42.722,211.914,0.038,0.091
Alouatta_guariba,Papio_hamadryas,46.812,12,18,112,86,0.0,10383.3,8818.75,29.5,2,404957,32.998,850.035,0.000,0.143
Alouatta_guariba,Papio_ursinus,46.812,12,45,147,121,0.0,7841.8,12541.11,39.6,2,2396874,5.583,744.407,0.034,0.066
Alouatta_guariba,Piliocolobus_badius,46.812,12,21,20,6,0.0,5111.2,3242.07,26.6,0,651175,39.794,333.546,0.031,0.114
Alouatta_guariba,Pongo_pygmaeus,46.812,12,22,93,67,0.0,17436.2,48219.96,6.4,0,807104,54.317,1311.784,0.000,0.029
Alouatta_guariba,Saguinus_midas,21.321,12,13,18,8,0.0,1958.0,4647.77,1.85,0,231029,72.270,891.449,0.240,0.240
Alouatta_guariba,Saimiri_oerstedii,21.321,12,12,14,12,0.0,4231.8,4474.15,17.7,1,1177000,5.498,1129.739,0.200,0.238
Alouatta_guariba,Saimiri_sciureus,21.321,12,33,272,246,0.0,2036.1,4438.86,27.45,1,3670239,72.344,1046.437,0.159,0.159
Alouatta_guariba,Trachypithecus_cristatus,46.812,12,16,16,10,0.0,16877.5,1988.48,20,1,58897,10.939,833.252,0.000,0.034
Alouatta_palliata,Alouatta_seniculus,3.888,19,26,69,45,18786.4,1783.7,178.68,5.2,0,1928507,64.418,714.984,0.439,0.425
Alouatta_palliata,Aotus_trivirgatus,21.321,19,13,103,11,0.0,2642.9,5664.59,9.95,0,232521,82.469,615.050,0.241,0.405
Alouatta_palliata,Ateles_geoffroyi,14.760,19,12,69,45,390257.6,364.2,1005.41,28.9,0,276249,0.001,345.497,0.693,0.378
Alouatta_palliata,Ateles_paniscus,14.760,19,15,64,50,0.0,3226.4,2120.26,6.9,0,542327,71.577,371.729,0.350,0.316
Alouatta_palliata,Callithrix_jacchus,21.321,19,19,430,316,0.0,4911.9,6286.78,4.55,0,357062,51.513,792.236,0.111,0.200
Alouatta_palliata,Cebus_apella,21.321,19,15,332,218,0.0,3123.6,3818.61,5.2,1,2939882,66.282,238.827,0.404,0.317
Alouatta_palliata,Cebus_capucinus,21.321,19,19,76,38,395124.7,417.1,3571,5.05,1,131235,2.004,237.998,0.634,0.318
Alouatta_palliata,Cercocebus_galeritus,46.812,19,15,66,48,0.0,13960.9,500.67,7.25,2,682437,52.047,1159.169,0.000,0.128
Alouatta_palliata,Cercopithecus_ascanius,46.812,19,17,67,47,0.0,12153.5,3036.75,13.2,1,2291631,54.936,255.321,0.128,0.150
Alouatta_palliata,Cercopithecus_mitis,46.812,19,25,67,47,0.0,12728.9,1535.7,2.9,1,2645510,30.456,710.820,0.102,0.137
Alouatta_palliata,Chlorocebus_aethiops,46.812,19,38,97,17,0.0,13595.3,2881,4.2,2,663278,61.821,1020.505,0.018,0.113
Alouatta_palliata,Colobus_guereza,46.812,19,11,78,36,0.0,12426.2,3348.89,5.5,0,2865536,54.813,454.389,0.118,0.189
Alouatta_palliata,Erythrocebus_patas,46.812,19,10,78,36,0.0,10619.2,1389.31,14.9,2,7044697,81.941,914.229,0.156,0.206
Alouatta_palliata,Eulemur_fulvus,73.003,19,15,93,21,0.0,14857.6,4200,3.95,1,548895,5.431,361.580,0.000,0.056
Alouatta_palliata,Gorilla_gorilla,46.812,19,65,240,126,0.0,11011.8,106012,7.1,2,157929,47.671,121.983,0.012,0.068
Alouatta_palliata,Lophocebus_albigena,46.812,19,14,57,57,0.0,11818.2,841.72,2.9,0,1058025,51.903,110.962,0.132,0.154
Alouatta_palliata,Macaca_fascicularis,46.812,19,27,842,728,0.0,18374.7,2007.67,13.9,2,2142885,5.609,91.944,0.042,0.080
Alouatta_palliata,Macaca_fuscata,46.812,19,15,142,28,0.0,15385.2,3537.77,27.55,2,434425,97.045,524.081,0.029,0.000
Alouatta_palliata,Macaca_nemestrina,46.812,19,10,272,158,0.0,18622.8,1243.79,9.5,2,705016,9.382,303.299,0.065,0.065
Alouatta_palliata,Macaca_sinica,46.812,19,14,64,50,0.0,18458.4,1921,7,2,626168,13.986,582.705,0.000,0.083
Alouatta_palliata,Mandrillus_sphinx,46.812,19,14,115,1,0.0,10762.2,10108.07,0.8,2,280336,32.090,138.454,0.029,0.154
Alouatta_palliata,Pan_troglodytes,46.812,19,52,409,295,0.0,10398.4,38423.01,36.9,2,2519667,56.475,161.578,0.080,0.092
Alouatta_palliata,Papio_anubis,46.812,19,37,197,83,0.0,11202.9,11151.57,26.9,2,7793577,72.894,808.745,0.097,0.111
Alouatta_palliata,Papio_cynocephalus,46.812,19,40,268,154,0.0,12745.4,9245.16,35.1,2,3890669,40.093,729.849,0.066,0.095
Alouatta_palliata,Papio_hamadryas,46.812,19,18,156,42,0.0,14150.9,7430.09,23.8,2,106099,30.370,1367.970,0.000,0.140
Alouatta_palliata,Papio_ursinus,46.812,19,45,191,77,0.0,12222.3,11152.45,33.9,2,2907930,2.955,1262.342,0.059,0.059
Alouatta_palliata,Piliocolobus_badius,46.812,19,21,64,50,0.0,8478.9,1853.41,20.9,0,140119,37.165,184.389,0.050,0.156
Alouatta_palliata,Pongo_pygmaeus,46.812,19,22,137,23,0.0,17871.4,46831.3,12.1,0,296048,51.688,793.848,0.000,0.024
Alouatta_palliata,Saguinus_midas,21.321,19,13,62,52,0.0,3282.7,6036.43,7.55,0,280027,69.641,373.514,0.351,0.333
Alouatta_palliata,Saimiri_oerstedii,21.321,19,12,58,56,7311.7,195.6,5862.81,12,1,665944,8.126,611.804,0.138,0.306
Alouatta_palliata,Saimiri_sciureus,21.321,19,33,316,202,0.0,2679.0,5827.52,21.75,1,4181295,69.715,528.502,0.344,0.259
Alouatta_palliata,Trachypithecus_cristatus,46.812,19,16,60,54,0.0,18620.3,599.82,14.3,1,569953,8.310,315.317,0.054,0.054
Alouatta_seniculus,Aotus_trivirgatus,21.321,26,13,58,34,8516.9,866.6,5485.91,4.75,0,1695986,18.052,99.934,0.162,0.340
Alouatta_seniculus,Ateles_geoffroyi,14.760,26,12,24,0,0.0,2146.9,1184.09,34.1,0,1652257,64.419,1060.481,0.282,0.333
Alouatta_seniculus,Ateles_paniscus,14.760,26,15,19,5,43.7,1449.8,2298.94,12.1,0,1386179,7.160,343.255,0.184,0.311
Alouatta_seniculus,Callithrix_jacchus,21.321,26,19,385,361,0.0,3151.3,6108.1,0.65,0,1571445,12.905,1507.220,0.093,0.188
Alouatta_seniculus,Cebus_apella,21.321,26,15,287,263,2449.4,1347.6,3639.93,0,1,1011375,1.864,476.157,0.396,0.370
Alouatta_seniculus,Cebus_capucinus,21.321,26,19,31,7,76463.3,1375.0,3392.32,10.25,1,2059741,62.414,476.986,0.229,0.275
Alouatta_seniculus,Cercocebus_galeritus,46.812,26,15,21,3,0.0,12177.3,679.35,12.45,2,2610944,12.370,1874.153,0.000,0.128
Alouatta_seniculus,Cercopithecus_ascanius,46.812,26,17,22,2,0.0,10369.9,2858.07,18.4,1,363124,9.482,970.305,0.047,0.180
Alouatta_seniculus,Cercopithecus_mitis,46.812,26,25,22,2,0.0,10964.2,1357.02,8.1,1,717004,33.962,1425.804,0.038,0.164
Alouatta_seniculus,Chlorocebus_aethiops,46.812,26,38,52,28,0.0,11851.7,2702.32,9.4,2,1265229,2.597,1735.489,0.032,0.155
Alouatta_seniculus,Colobus_guereza,46.812,26,11,33,9,0.0,10654.9,3527.57,0.3,0,937029,9.605,1169.373,0.079,0.239
Alouatta_seniculus,Erythrocebus_patas,46.812,26,10,33,9,0.0,8859.0,1567.99,20.1,2,5116190,17.524,1629.213,0.056,0.227
Alouatta_seniculus,Eulemur_fulvus,73.003,26,15,48,24,0.0,13112.2,4021.32,1.25,1,2477402,58.986,1076.564,0.000,0.047
Alouatta_seniculus,Gorilla_gorilla,46.812,26,65,195,171,0.0,9229.2,106190.68,1.9,2,1770578,16.747,836.967,0.034,0.105
Alouatta_seniculus,Lophocebus_albigena,46.812,26,14,12,12,0.0,10035.4,1020.4,8.1,0,870482,12.514,825.946,0.048,0.184
Alouatta_seniculus,Macaca_fascicularis,46.812,26,27,797,773,0.0,19780.0,1828.99,19.1,2,214379,70.026,806.928,0.000,0.102
Alouatta_seniculus,Macaca_fuscata,46.812,26,15,97,73,0.0,16593.7,3716.45,32.75,2,2362932,161.463,1239.065,0.000,0.000
Alouatta_seniculus,Macaca_nemestrina,46.812,26,10,227,203,0.0,19619.1,1422.47,14.7,2,1223491,55.035,411.685,0.000,0.053
Alouatta_seniculus,Macaca_sinica,46.812,26,14,19,5,0.0,16685.1,1742.32,12.2,2,2554675,78.404,1297.689,0.026,0.116
Alouatta_seniculus,Mandrillus_sphinx,46.812,26,14,70,46,0.0,8979.1,10286.75,6,2,2208843,32.328,853.438,0.024,0.184
Alouatta_seniculus,Pan_troglodytes,46.812,26,52,364,340,0.0,8619.1,38601.69,42.1,2,591160,7.943,876.562,0.067,0.146
Alouatta_seniculus,Papio_anubis,46.812,26,37,152,128,0.0,9442.6,11330.25,32.1,2,5865070,8.476,1523.729,0.031,0.137
Alouatta_seniculus,Papio_cynocephalus,46.812,26,40,223,199,0.0,10966.1,9423.84,40.3,2,1962162,24.324,1444.833,0.015,0.123
Alouatta_seniculus,Papio_hamadryas,46.812,26,18,111,87,0.0,12402.9,7608.77,29,2,1822408,34.048,2082.954,0.000,0.154
Alouatta_seniculus,Papio_ursinus,46.812,26,45,146,122,0.0,10556.6,11331.13,39.1,2,979423,61.463,1977.326,0.028,0.080
Alouatta_seniculus,Piliocolobus_badius,46.812,26,21,19,5,0.0,6728.1,2032.09,26.1,0,2068626,27.252,899.373,0.022,0.182
Alouatta_seniculus,Pongo_pygmaeus,46.812,26,22,92,68,0.0,19651.3,47009.98,6.9,0,2224555,12.729,78.864,0.000,0.020
Alouatta_seniculus,Saguinus_midas,21.321,26,13,17,7,0.0,1503.0,5857.75,2.35,0,1648479,5.224,341.470,0.270,0.357
Alouatta_seniculus,Saimiri_oerstedii,21.321,26,12,13,11,0.0,1596.0,5684.13,17.2,1,2594450,72.544,103.180,0.118,0.286
Alouatta_seniculus,Saimiri_sciureus,21.321,26,33,271,247,1523236.3,906.7,5648.84,26.95,1,2252789,5.298,186.482,0.357,0.262
Alouatta_seniculus,Trachypithecus_cristatus,46.812,26,16,15,9,0.0,19625.9,778.5,19.5,1,1358553,56.107,399.667,0.000,0.045
Aotus_trivirgatus,Ateles_geoffroyi,21.321,13,12,58,34,0.0,3007.0,6670,38.85,0,43729,82.471,960.548,0.318,0.483
Aotus_trivirgatus,Ateles_paniscus,21.321,13,15,53,39,280908.3,583.9,7784.85,16.85,0,309806,10.892,243.321,0.310,0.429
Aotus_trivirgatus,Callithrix_jacchus,19.488,13,19,419,327,0.0,2356.2,622.19,5.4,0,124541,30.957,1407.286,0.067,0.263
Aotus_trivirgatus,Cebus_apella,20.093,13,15,321,229,336584.3,577.0,1845.98,4.75,1,2707361,16.188,376.223,0.310,0.459
Aotus_trivirgatus,Cebus_capucinus,20.093,13,19,65,27,0.0,2229.6,2093.59,15,1,363755,80.465,377.052,0.286,0.444
Aotus_trivirgatus,Cercocebus_galeritus,46.812,13,15,55,37,0.0,11320.6,6165.26,17.2,2,914958,30.422,1774.219,0.000,0.176
Aotus_trivirgatus,Cercopithecus_ascanius,46.812,13,17,56,36,0.0,9513.2,2627.84,23.15,1,2059110,27.533,870.371,0.034,0.263
Aotus_trivirgatus,Cercopithecus_mitis,46.812,13,25,56,36,0.0,10135.4,4128.89,12.85,1,2412990,52.014,1325.871,0.000,0.224
Aotus_trivirgatus,Chlorocebus_aethiops,46.812,13,38,86,6,0.0,10985.8,2783.59,14.15,2,430757,20.649,1635.555,0.063,0.196
Aotus_trivirgatus,Colobus_guereza,46.812,13,11,67,25,0.0,9789.1,9013.48,4.45,0,2633015,27.657,1069.439,0.000,0.314
Aotus_trivirgatus,Erythrocebus_patas,46.812,13,10,67,25,0.0,7992.4,7053.9,24.85,2,6812176,0.528,1529.279,0.095,0.367
Aotus_trivirgatus,Eulemur_fulvus,73.003,13,15,82,10,0.0,12293.9,1464.59,6,1,781416,77.038,976.630,0.000,0.067
Aotus_trivirgatus,Gorilla_gorilla,46.812,13,65,229,137,0.0,8369.3,111676.59,2.85,2,74592,34.798,737.033,0.000,0.114
Aotus_trivirgatus,Lophocebus_albigena,46.812,13,14,46,46,0.0,9175.8,6506.31,12.85,0,825504,30.566,726.013,0.000,0.270
Aotus_trivirgatus,Macaca_fascicularis,46.812,13,27,831,739,0.0,19005.7,3656.92,23.85,2,1910365,88.078,706.994,0.026,0.136
Aotus_trivirgatus,Macaca_fuscata,46.812,13,15,131,39,0.0,17117.9,9202.36,37.5,2,666946,179.515,1139.131,0.000,0.000
Aotus_trivirgatus,Macaca_nemestrina,46.812,13,10,261,169,0.0,18764.1,6908.38,19.45,2,472495,73.087,311.751,0.000,0.080
Aotus_trivirgatus,Macaca_sinica,46.812,13,14,53,39,0.0,15820.9,3743.59,16.95,2,858689,96.455,1197.755,0.000,0.129
