species1,species2,divergence_time,parasites1,parasites2,citsum,citdiff,GRoverlap,distance,BMdiff,Groupdiff,Terrdiff,Tempdiff,precdiff,parsim,parsim_1,parsim_2
Cercocebus_galeritus,Colobus_guereza,21.410,15,11,30,12,0.0,1671.6,2848.22,12.75,2,3547973,2.765,704.780,0.250,0.700
Cercocebus_galeritus,Erythrocebus_patas,14.875,15,10,30,12,0.0,3469.7,888.64,7.65,0,7727134,29.894,244.940,0.261,0.712
Cercocebus_galeritus,Eulemur_fulvus,73.003,15,15,45,27,0.0,1455.6,4700.67,11.2,1,133542,46.616,797.588,0.034,0.333
Cercocebus_galeritus,Gorilla_gorilla,30.000,15,65,192,174,0.0,2954.7,105511.33,14.35,0,840366,4.376,1037.186,0.127,0.244
Cercocebus_galeritus,Lophocebus_albigena,11.350,15,14,9,9,0.0,2148.8,341.05,4.35,2,1740462,0.144,1048.206,0.409,0.759
Cercocebus_galeritus,Macaca_fascicularis,12.853,15,27,794,776,0.0,7686.5,2508.34,6.65,0,2825323,57.656,1067.224,0.116,0.255
Cercocebus_galeritus,Macaca_fuscata,12.853,15,15,94,76,0.0,9890.6,3037.1,20.3,0,248012,149.093,635.088,0.200,0.259
Cercocebus_galeritus,Macaca_nemestrina,12.853,15,10,224,206,0.0,7445.7,743.12,2.25,0,1387453,42.665,1462.467,0.107,0.286
Cercocebus_galeritus,Macaca_sinica,12.853,15,14,16,2,0.0,4519.9,2421.67,0.25,0,56269,66.033,576.464,0.160,0.382
Cercocebus_galeritus,Mandrillus_sphinx,5.304,15,14,67,49,0.0,3201.5,9607.4,6.45,0,402101,19.958,1020.715,0.240,0.513
Cercocebus_galeritus,Pan_troglodytes,30.000,15,52,361,343,0.0,3583.6,37922.34,29.65,0,3202104,4.427,997.591,0.175,0.472
Cercocebus_galeritus,Papio_anubis,11.350,15,37,149,131,0.0,2910.2,10650.9,19.65,0,8476014,20.846,350.424,0.182,0.538
Cercocebus_galeritus,Papio_cynocephalus,11.350,15,40,220,202,202.2,1287.0,8744.49,27.85,0,4573107,11.954,429.320,0.163,0.506
Cercocebus_galeritus,Papio_hamadryas,11.350,15,18,108,90,0.0,1117.3,6929.42,16.55,0,788536,21.678,208.802,0.138,0.444
Cercocebus_galeritus,Papio_ursinus,11.350,15,45,143,125,0.0,2759.2,10651.78,26.65,0,3590367,49.093,103.173,0.170,0.405
Cercocebus_galeritus,Piliocolobus_badius,21.410,15,21,16,2,0.0,5588.0,1352.74,13.65,2,542318,14.882,974.779,0.333,0.526
Cercocebus_galeritus,Pongo_pygmaeus,30.000,15,22,89,71,0.0,8197.3,46330.63,19.35,2,386389,0.359,1953.017,0.088,0.114
Cercocebus_galeritus,Saguinus_midas,46.812,15,13,14,4,0.0,10680.6,6537.1,14.8,2,962465,17.594,1532.682,0.000,0.176
Cercocebus_galeritus,Saimiri_oerstedii,46.812,15,12,10,8,0.0,13772.1,6363.48,4.75,1,16494,60.174,1770.972,0.000,0.156
Cercocebus_galeritus,Saimiri_sciureus,46.812,15,33,268,250,0.0,11287.2,6328.19,14.5,1,4863733,17.668,1687.671,0.000,0.127
Cercocebus_galeritus,Trachypithecus_cristatus,21.410,15,16,12,6,0.0,7448.9,99.15,7.05,1,1252391,43.737,1474.485,0.179,0.303
Cercopithecus_ascanius,Cercopithecus_mitis,6.429,17,25,20,0,742934.9,1106.4,1501.05,10.3,0,353880,24.481,455.499,0.797,0.707
Cercopithecus_ascanius,Chlorocebus_aethiops,9.848,17,38,50,30,0.0,1915.9,155.75,9,1,1628353,6.885,765.184,0.229,0.554
Cercopithecus_ascanius,Colobus_guereza,21.410,17,11,31,11,753871.4,741.8,6385.64,18.7,1,573905,0.123,199.067,0.759,0.740
Cercopithecus_ascanius,Erythrocebus_patas,9.848,17,10,31,11,438564.5,1813.1,4426.06,1.7,1,4753066,27.005,658.907,0.596,0.747
Cercopithecus_ascanius,Eulemur_fulvus,73.003,17,15,46,26,0.0,2987.6,1163.25,17.15,0,2840526,49.505,106.259,0.000,0.289
Cercopithecus_ascanius,Gorilla_gorilla,30.000,17,65,193,173,725.8,1154.6,109048.75,20.3,1,2133702,7.265,133.338,0.241,0.313
Cercopithecus_ascanius,Lophocebus_albigena,14.875,17,14,10,10,740387.5,367.9,3878.47,10.3,1,1233606,3.033,144.359,0.807,0.757
Cercopithecus_ascanius,Macaca_fascicularis,14.875,17,27,795,775,0.0,9493.7,1029.08,0.7,1,148745,60.545,163.377,0.160,0.250
Cercopithecus_ascanius,Macaca_fuscata,14.875,17,15,95,75,0.0,11533.3,6574.52,14.35,1,2726056,151.981,268.760,0.250,0.226
Cercopithecus_ascanius,Macaca_nemestrina,14.875,17,10,225,205,0.0,9253.2,4280.54,3.7,1,1586615,45.554,558.620,0.229,0.270
Cercopithecus_ascanius,Macaca_sinica,14.875,17,14,17,3,0.0,6324.2,1115.75,6.2,1,2917799,68.922,327.384,0.167,0.342
Cercopithecus_ascanius,Mandrillus_sphinx,14.875,17,14,68,48,0.0,1396.4,13144.82,12.4,1,2571967,22.846,116.868,0.342,0.545
Cercopithecus_ascanius,Pan_troglodytes,30.000,17,52,362,342,836688.4,1797.6,41459.76,23.7,1,228036,1.538,93.743,0.612,0.561
Cercopithecus_ascanius,Papio_anubis,14.875,17,37,150,130,1056168.3,1355.0,14188.32,13.7,1,5501946,17.958,553.424,0.697,0.613
Cercopithecus_ascanius,Papio_cynocephalus,14.875,17,40,221,201,974179.4,758.8,12281.91,21.9,1,1599038,14.843,474.528,0.328,0.566
Cercopithecus_ascanius,Papio_hamadryas,14.875,17,18,109,89,0.0,2318.2,10466.84,10.6,1,2185532,24.566,1112.649,0.194,0.457
Cercopithecus_ascanius,Papio_ursinus,14.875,17,45,144,124,0.0,2316.5,14189.2,20.7,1,616299,51.982,1007.021,0.352,0.425
Cercopithecus_ascanius,Piliocolobus_badius,21.410,17,21,17,3,0.0,3837.1,4890.16,7.7,1,2431750,17.771,70.932,0.476,0.551
Cercopithecus_ascanius,Pongo_pygmaeus,30.000,17,22,90,70,0.0,10004.8,49868.05,25.3,1,2587679,3.248,1049.170,0.054,0.103
Cercopithecus_ascanius,Saguinus_midas,46.812,17,13,15,5,0.0,8873.2,2999.68,20.75,1,2011604,14.705,628.835,0.091,0.250
Cercopithecus_ascanius,Saimiri_oerstedii,46.812,17,12,11,9,0.0,11964.6,2826.06,1.2,0,2957575,63.062,867.125,0.074,0.194
Cercopithecus_ascanius,Saimiri_sciureus,46.812,17,33,269,249,0.0,9481.2,2790.77,8.55,0,1889664,14.779,783.823,0.111,0.186
Cercopithecus_ascanius,Trachypithecus_cristatus,21.410,17,16,13,7,0.0,9256.2,3636.57,1.1,0,1721678,46.626,570.638,0.229,0.270
Cercopithecus_mitis,Chlorocebus_aethiops,9.848,25,38,50,30,69964.2,2298.2,1345.3,1.3,1,1982233,31.365,309.684,0.304,0.552
Cercopithecus_mitis,Colobus_guereza,21.410,25,11,31,11,405870.5,1642.0,4884.59,8.4,1,220025,24.357,256.432,0.737,0.694
Cercopithecus_mitis,Erythrocebus_patas,9.848,25,10,31,11,172360.6,2860.1,2925.01,12,1,4399186,51.486,203.408,0.582,0.716
Cercopithecus_mitis,Eulemur_fulvus,73.003,25,15,46,26,0.0,2167.1,2664.3,6.85,0,3194406,25.024,349.240,0.026,0.269
Cercopithecus_mitis,Gorilla_gorilla,30.000,25,65,193,173,0.0,2061.9,107547.7,10,1,2487582,17.216,588.837,0.267,0.313
Cercopithecus_mitis,Lophocebus_albigena,14.875,25,14,10,10,490139.4,1430.1,2377.42,0,1,1587485,21.448,599.858,0.793,0.740
Cercopithecus_mitis,Macaca_fascicularis,14.875,25,27,795,775,0.0,8874.8,471.97,11,1,502625,36.064,618.876,0.179,0.246
Cercopithecus_mitis,Macaca_fuscata,14.875,25,15,95,75,0.0,10582.8,5073.47,24.65,1,3079936,127.501,186.739,0.257,0.235
Cercopithecus_mitis,Macaca_nemestrina,14.875,25,10,225,205,0.0,8655.0,2779.49,6.6,1,1940494,21.073,1014.119,0.233,0.233
Cercopithecus_mitis,Macaca_sinica,14.875,25,14,17,3,0.0,5814.1,385.3,4.1,1,3271679,44.442,128.116,0.162,0.295
Cercopithecus_mitis,Mandrillus_sphinx,14.875,25,14,68,48,0.0,2250.0,11643.77,2.1,1,2925847,1.634,572.367,0.375,0.545
Cercopithecus_mitis,Pan_troglodytes,30.000,25,52,362,342,500110.8,2701.1,39958.71,34,1,125844,26.019,549.243,0.628,0.563
Cercopithecus_mitis,Papio_anubis,14.875,25,37,150,130,689097.6,2451.4,12687.27,24,1,5148066,42.438,97.925,0.800,0.711
Cercopithecus_mitis,Papio_cynocephalus,14.875,25,40,221,201,1354452.7,461.2,10780.86,32.2,1,1245159,9.638,19.028,0.500,0.611
Cercopithecus_mitis,Papio_hamadryas,14.875,25,18,109,89,0.0,2469.7,8965.79,20.9,1,2539411,0.086,657.150,0.250,0.471
Cercopithecus_mitis,Papio_ursinus,14.875,25,45,144,124,258167.4,1426.1,12688.15,31,1,262420,27.501,551.522,0.541,0.514
Cercopithecus_mitis,Piliocolobus_badius,21.410,25,21,17,3,0.0,4736.2,3389.11,18,1,2785630,6.710,526.431,0.417,0.491
Cercopithecus_mitis,Pongo_pygmaeus,30.000,25,22,90,70,0.0,9398.6,48367,15,1,2941559,21.233,1504.669,0.093,0.093
Cercopithecus_mitis,Saguinus_midas,46.812,25,13,15,5,0.0,9503.1,4500.73,10.45,1,2365483,39.186,1084.334,0.073,0.224
Cercopithecus_mitis,Saimiri_oerstedii,46.812,25,12,11,9,0.0,12550.3,4327.11,9.1,0,3311454,38.582,1322.624,0.026,0.159
Cercopithecus_mitis,Saimiri_sciureus,46.812,25,33,269,249,0.0,10058.7,4291.82,18.85,0,1535785,39.260,1239.323,0.094,0.171
Cercopithecus_mitis,Trachypithecus_cristatus,21.410,25,16,13,7,0.0,8667.8,2135.52,11.4,0,2075557,22.145,1026.137,0.233,0.233
Chlorocebus_aethiops,Colobus_guereza,21.410,38,11,61,19,547979.8,1312.0,6229.89,9.7,2,2202258,7.008,566.116,0.361,0.541
Chlorocebus_aethiops,Erythrocebus_patas,8.627,38,10,61,19,526896.2,3001.3,4270.31,10.7,0,6381419,20.121,106.276,0.306,0.575
Chlorocebus_aethiops,Eulemur_fulvus,73.003,38,15,76,4,0.0,2611.2,1319,8.15,1,1212173,56.390,658.925,0.000,0.197
Chlorocebus_aethiops,Gorilla_gorilla,30.000,38,65,223,143,0.0,2823.3,108893,11.3,0,505349,14.150,898.522,0.117,0.231
Chlorocebus_aethiops,Lophocebus_albigena,14.875,38,14,40,40,0.0,2106.7,3722.72,1.3,2,394747,9.918,909.542,0.170,0.500
Chlorocebus_aethiops,Macaca_fascicularis,14.875,38,27,825,745,0.0,8050.3,873.33,9.7,0,1479608,67.429,928.561,0.131,0.221
Chlorocebus_aethiops,Macaca_fuscata,14.875,38,15,125,45,0.0,10661.7,6418.77,23.35,0,1097703,158.866,496.424,0.178,0.178
Chlorocebus_aethiops,Macaca_nemestrina,14.875,38,10,255,175,0.0,7789.9,4124.79,5.3,0,41738,52.438,1323.804,0.080,0.164
Chlorocebus_aethiops,Macaca_sinica,14.875,38,14,47,33,0.0,4867.9,960,2.8,0,1289446,75.807,437.800,0.040,0.213
Chlorocebus_aethiops,Mandrillus_sphinx,14.875,38,14,98,18,0.0,3075.8,12989.07,3.4,0,943614,29.731,882.051,0.130,0.375
Chlorocebus_aethiops,Pan_troglodytes,30.000,38,52,392,312,0.0,3334.1,41304.01,32.7,0,1856389,5.346,858.927,0.190,0.423
Chlorocebus_aethiops,Papio_anubis,14.875,38,37,180,100,751825.7,2421.5,14032.57,22.7,0,7130299,11.073,211.760,0.356,0.510
Chlorocebus_aethiops,Papio_cynocephalus,14.875,38,40,251,171,0.0,1886.1,12126.16,30.9,0,3227391,21.727,290.656,0.200,0.456
Chlorocebus_aethiops,Papio_hamadryas,14.875,38,18,139,59,274936.7,557.8,10311.09,19.6,0,557179,31.451,347.466,0.170,0.343
Chlorocebus_aethiops,Papio_ursinus,14.875,38,45,174,94,0.0,3713.5,14033.45,29.7,0,2244652,58.866,241.837,0.290,0.395
Chlorocebus_aethiops,Piliocolobus_badius,21.410,38,21,47,33,0.0,5123.7,4734.41,16.7,2,803397,24.655,836.115,0.204,0.371
Chlorocebus_aethiops,Pongo_pygmaeus,30.000,38,22,120,40,0.0,8526.9,49712.3,16.3,2,959326,10.133,1814.353,0.071,0.088
Chlorocebus_aethiops,Saguinus_midas,46.812,38,13,45,35,0.0,10356.2,3155.43,11.75,2,383250,7.820,1394.019,0.039,0.183
Chlorocebus_aethiops,Saimiri_oerstedii,46.812,38,12,41,39,0.0,13399.8,2981.81,7.8,1,1329221,69.947,1632.308,0.042,0.148
Chlorocebus_aethiops,Saimiri_sciureus,46.812,38,33,299,219,0.0,11012.0,2946.52,17.55,1,3518018,7.895,1549.007,0.029,0.152
Chlorocebus_aethiops,Trachypithecus_cristatus,21.410,38,16,43,37,0.0,7779.7,3480.82,10.1,1,93325,53.511,1335.822,0.137,0.185
Colobus_guereza,Erythrocebus_patas,21.410,11,10,42,0,1502561.5,1823.8,1959.58,20.4,2,4179161,27.129,459.840,0.717,0.773
Colobus_guereza,Eulemur_fulvus,73.003,11,15,57,15,0.0,3064.9,7548.89,1.55,1,3414431,49.382,92.808,0.000,0.350
Colobus_guereza,Gorilla_gorilla,30.000,11,65,204,162,415840.7,1513.2,102663.11,1.6,2,2707607,7.142,332.406,0.299,0.299
Colobus_guereza,Lophocebus_albigena,21.410,11,14,21,21,936727.1,817.3,2507.17,8.4,0,1807510,2.910,343.426,0.776,0.757
Colobus_guereza,Macaca_fascicularis,21.410,11,27,806,764,0.0,9229.2,5356.56,19.4,2,722650,60.421,362.444,0.200,0.294
Colobus_guereza,Macaca_fuscata,21.410,11,15,106,64,0.0,11562.2,188.88,33.05,2,3299961,151.858,69.692,0.310,0.231
Colobus_guereza,Macaca_nemestrina,21.410,11,10,236,194,0.0,8976.6,2105.1,15,2,2160520,45.431,757.688,0.276,0.323
Colobus_guereza,Macaca_sinica,21.410,11,14,28,14,0.0,6033.2,5269.89,12.5,2,3491704,68.799,128.316,0.240,0.424
Colobus_guereza,Mandrillus_sphinx,21.410,11,14,79,37,77192.4,1767.0,6759.18,6.3,2,3145872,22.723,315.935,0.457,0.604
Colobus_guereza,Pan_troglodytes,30.000,11,52,373,331,1204623.9,2054.3,35074.12,42.4,2,345869,1.662,292.811,0.589,0.536
Colobus_guereza,Papio_anubis,21.410,11,37,161,119,2467522.2,1249.2,7802.68,32.4,2,4928041,18.081,354.356,0.725,0.608
Colobus_guereza,Papio_cynocephalus,21.410,11,40,232,190,115436.2,1191.3,5896.27,40.6,2,1025134,14.719,275.460,0.471,0.559
Colobus_guereza,Papio_hamadryas,21.410,11,18,120,78,158774.0,1803.7,4081.2,29.3,2,2759437,24.443,913.582,0.276,0.512
Colobus_guereza,Papio_ursinus,21.410,11,45,155,113,0.0,2990.3,7803.56,39.4,2,42394,51.858,807.953,0.395,0.425
Colobus_guereza,Piliocolobus_badius,12.537,11,21,28,14,0.0,3965.4,1495.48,26.4,0,3005655,17.648,269.999,0.415,0.510
Colobus_guereza,Pongo_pygmaeus,30.000,11,22,101,59,0.0,9723.7,43482.41,6.6,0,3161584,3.125,1248.237,0.065,0.121
Colobus_guereza,Saguinus_midas,46.812,11,13,26,16,0.0,9152.1,9385.32,2.05,0,2585508,14.828,827.902,0.111,0.314
Colobus_guereza,Saimiri_oerstedii,46.812,11,12,22,20,0.0,12232.7,9211.7,17.5,1,3531479,62.939,1066.192,0.042,0.233
Colobus_guereza,Saimiri_sciureus,46.812,11,33,280,238,0.0,9790.3,9176.41,27.25,1,1315760,14.903,982.891,0.102,0.214
Colobus_guereza,Trachypithecus_cristatus,15.435,11,16,24,18,0.0,8972.3,2749.07,19.8,1,2295582,46.503,769.705,0.276,0.323
Erythrocebus_patas,Eulemur_fulvus,73.003,10,15,57,15,0.0,4778.2,5589.31,18.85,1,7593592,76.510,552.648,0.000,0.359
Erythrocebus_patas,Gorilla_gorilla,30.000,10,65,204,162,3215.0,897.8,104622.69,22,0,6886768,34.270,792.246,0.198,0.309
Erythrocebus_patas,Lophocebus_albigena,14.875,10,14,21,21,216556.1,1450.7,547.59,12,2,5986672,30.038,803.266,0.600,0.743
Erythrocebus_patas,Macaca_fascicularis,14.875,10,27,806,764,0.0,11034.1,3396.98,1,0,4901811,87.550,822.284,0.214,0.313
Erythrocebus_patas,Macaca_fuscata,14.875,10,15,106,64,0.0,13328.9,2148.46,12.65,0,7479122,178.987,390.148,0.269,0.269
Erythrocebus_patas,Macaca_nemestrina,14.875,10,10,236,194,0.0,10777.6,145.52,5.4,0,6339681,72.559,1217.527,0.333,0.357
Erythrocebus_patas,Macaca_sinica,14.875,10,14,28,14,0.0,7839.2,3310.31,7.9,0,7670865,95.927,331.524,0.120,0.371
Erythrocebus_patas,Mandrillus_sphinx,14.875,10,14,79,37,0.0,877.0,8718.76,14.1,0,7325033,49.852,775.775,0.448,0.652
Erythrocebus_patas,Pan_troglodytes,30.000,10,52,373,331,967417.9,631.9,37033.7,22,0,4525030,25.467,752.651,0.451,0.533
Erythrocebus_patas,Papio_anubis,14.875,10,37,161,119,5929346.3,583.9,9762.26,12,0,748880,9.048,105.484,0.593,0.611
Erythrocebus_patas,Papio_cynocephalus,14.875,10,40,232,190,14727.5,2570.2,7855.85,20.2,0,3154028,41.848,184.380,0.500,0.644
Erythrocebus_patas,Papio_hamadryas,14.875,10,18,120,78,0.0,3546.6,6040.78,8.9,0,6938598,51.572,453.742,0.143,0.478
Erythrocebus_patas,Papio_ursinus,14.875,10,45,155,113,0.0,3718.0,9763.14,19,0,4136767,78.987,348.113,0.283,0.442
Erythrocebus_patas,Piliocolobus_badius,21.410,10,21,28,14,99501.3,2144.2,464.1,6,2,7184816,44.776,729.839,0.417,0.553
Erythrocebus_patas,Pongo_pygmaeus,30.000,10,22,101,59,0.0,11519.9,45441.99,27,2,7340745,30.253,1708.077,0.067,0.125
Erythrocebus_patas,Saguinus_midas,46.812,10,13,26,16,0.0,7359.5,7425.74,22.45,2,6764669,12.300,1287.742,0.080,0.324
Erythrocebus_patas,Saimiri_oerstedii,46.812,10,12,22,20,0.0,10424.7,7252.12,2.9,1,7710640,90.068,1526.032,0.091,0.259
Erythrocebus_patas,Saimiri_sciureus,46.812,10,33,280,238,0.0,8011.4,7216.83,6.85,1,2863401,12.226,1442.731,0.068,0.226
Erythrocebus_patas,Trachypithecus_cristatus,21.410,10,16,24,18,0.0,10770.2,789.49,0.6,1,6474743,73.631,1229.545,0.273,0.294
Eulemur_fulvus,Gorilla_gorilla,73.003,15,65,219,147,0.0,4118.9,110212,3.15,1,706824,42.240,239.597,0.013,0.103
Eulemur_fulvus,Lophocebus_albigena,73.003,15,14,36,36,0.0,3355.2,5041.72,6.85,1,1606920,46.472,250.618,0.000,0.293
Eulemur_fulvus,Macaca_fascicularis,73.003,15,27,821,749,0.0,6720.3,2192.33,17.85,1,2691781,11.040,269.636,0.000,0.208
Eulemur_fulvus,Macaca_fuscata,73.003,15,15,121,49,0.0,8551.3,7737.77,31.5,1,114470,102.477,162.501,0.000,0.118
Eulemur_fulvus,Macaca_nemestrina,73.003,15,10,251,179,0.0,6507.6,5443.79,13.45,1,1253911,3.951,664.879,0.000,0.286
Eulemur_fulvus,Macaca_sinica,73.003,15,14,43,29,0.0,3752.2,2279,10.95,1,77273,19.417,221.124,0.036,0.289
Eulemur_fulvus,Mandrillus_sphinx,73.003,15,14,94,22,0.0,4339.9,14308.07,4.75,1,268559,26.658,223.127,0.036,0.250
Eulemur_fulvus,Pan_troglodytes,73.003,15,52,388,316,0.0,4770.0,42623.01,40.85,1,3068562,51.043,200.002,0.015,0.167
Eulemur_fulvus,Papio_anubis,73.003,15,37,176,104,0.0,4254.5,15351.57,30.85,1,8342472,67.463,447.165,0.020,0.219
Eulemur_fulvus,Papio_cynocephalus,73.003,15,40,247,175,0.0,2266.0,13445.16,39.05,1,4439564,34.662,368.269,0.019,0.243
Eulemur_fulvus,Papio_hamadryas,73.003,15,18,135,63,0.0,2279.3,11630.09,27.75,1,654994,24.938,1006.390,0.031,0.295
Eulemur_fulvus,Papio_ursinus,73.003,15,45,170,98,0.0,2751.4,15352.45,37.85,1,3456825,2.477,900.762,0.034,0.200
Eulemur_fulvus,Piliocolobus_badius,73.003,15,21,43,29,0.0,6818.5,6053.41,24.85,1,408776,31.734,177.191,0.029,0.190
Eulemur_fulvus,Pongo_pygmaeus,73.003,15,22,116,44,0.0,7245.7,51031.3,8.15,1,252847,46.257,1155.429,0.028,0.103
Eulemur_fulvus,Saguinus_midas,73.003,15,13,41,31,0.0,11664.6,1836.43,3.6,1,828923,64.210,735.094,0.000,0.067
Eulemur_fulvus,Saimiri_oerstedii,73.003,15,12,37,35,0.0,14685.4,1662.81,15.95,0,117049,13.557,973.384,0.000,0.069
Eulemur_fulvus,Saimiri_sciureus,73.003,15,33,295,223,0.0,12205.4,1627.52,25.7,0,4730190,64.284,890.082,0.000,0.059
Eulemur_fulvus,Trachypithecus_cristatus,73.003,15,16,39,33,0.0,6523.8,4799.82,18.25,0,1118848,2.879,676.897,0.000,0.244
Gorilla_gorilla,Lophocebus_albigena,30.000,65,14,183,183,655847.1,806.6,105170.28,10,2,900096,4.232,11.021,0.344,0.315
Gorilla_gorilla,Macaca_fascicularis,30.000,65,27,968,602,0.0,10639.1,108019.67,21,0,1984957,53.280,30.039,0.087,0.116
Gorilla_gorilla,Macaca_fuscata,30.000,65,15,268,98,0.0,12634.9,102474.23,34.65,0,592354,144.716,402.098,0.081,0.081
